district_id,district_name,total_personas,turnout_count,turnout_rate,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,margin,method
23_9,愛知県9区,100,54,0.54,岡本充功,chudo,19,長坂康正,ldp,18,1,llm_calibrated
23_10,愛知県10区,100,53,0.53,若山慎司,ldp,17,藤原規真,chudo,13,4,llm_calibrated
23_12,愛知県12区,100,64,0.64,重徳和彦,chudo,32,青山周平,dpfp,28,4,llm_calibrated
24_3,三重県3区,100,60,0.6,岡田克也,chudo,31,石原正敬,ldp,25,6,llm_calibrated
26_2,京都府2区,100,53,0.53,前原誠司,ishin,19,河野有里子,chudo,12,7,llm_calibrated
27_5,大阪府5区,100,52,0.52,梅村聡,ishin,16,前田英倫,dpfp,10,6,llm_calibrated
27_10,大阪府10区,100,51,0.51,池下卓,ishin,21,尾辻かな子,chudo,19,2,llm_calibrated
27_13,大阪府13区,100,39,0.39,岩谷良平,ishin,17,宗清皇一,ldp,8,9,llm_calibrated
28_3,兵庫県3区,100,48,0.48,和田有一朗,ishin,18,関芳弘,ldp,14,4,llm_calibrated
28_6,兵庫県6区,100,57,0.57,大串正樹,ldp,24,市村浩一郎,ishin,17,7,llm_calibrated
28_7,兵庫県7区,100,53,0.53,山田賢司,ldp,19,三木圭恵,ishin,12,7,llm_calibrated
28_8,兵庫県8区,100,60,0.6,青山繁晴,ldp,22,徳安淳子,ishin,16,6,llm_calibrated
32_1,島根県1区,100,58,0.58,高階恵美子,ldp,31,亀井亜紀子,chudo,19,12,llm_calibrated
33_4,岡山県4区,100,50,0.5,橋本岳,ldp,27,柚木道義,chudo,10,17,llm_calibrated
34_3,広島県3区,100,50,0.5,石橋林太郎,ldp,26,東克哉,chudo,16,10,llm_calibrated
34_4,広島県4区,100,49,0.49,新谷正義,ldp,21,鍋島勢理,dpfp,16,5,llm_calibrated
40_1,福岡県1区,100,44,0.44,井上貴博,ldp,19,丸尾圭祐,chudo,11,8,llm_calibrated
40_2,福岡県2区,100,51,0.51,稲富修二,chudo,27,鬼木誠,ldp,17,10,llm_calibrated
42_1,長崎県1区,100,57,0.57,浅田真澄美,ldp,22,西岡秀子,dpfp,20,2,llm_calibrated
44_2,大分県2区,100,67,0.67,広瀬建,ldp,41,吉川元,chudo,26,15,llm_calibrated
45_1,宮崎県1区,100,64,0.64,武井俊輔,ldp,32,渡辺創,chudo,18,14,llm_calibrated
47_2,沖縄県2区,100,52,0.52,新垣邦男,chudo,17,宮崎政久,ldp,16,1,llm_calibrated
